0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.500000,0.000000,0.000000,0.000000,0.500000,0.500000,0.000000,0.000000,0.500000
6.000000,6.000000,5.500000,5.500000,7.000000,5.500000,4.500000,7.000000,5.000000,6.000000
12.500000,12.000000,12.000000,13.000000,13.500000,11.500000,12.500000,12.000000,12.000000,12.000000
19.000000,18.500000,19.000000,21.000000,21.500000,19.500000,21.500000,22.500000,20.500000,20.500000
27.000000,27.500000,28.000000,29.000000,29.000000,27.000000,28.000000,28.500000,28.000000,27.000000
34.000000,35.500000,36.000000,35.000000,37.000000,34.500000,36.000000,35.000000,36.000000,35.000000
41.000000,42.500000,42.500000,41.500000,43.000000,41.000000,42.500000,41.500000,41.500000,42.000000
48.500000,48.000000,49.000000,49.000000,49.500000,47.000000,48.000000,48.000000,48.000000,48.000000
