0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,1.500000,1.000000,1.500000,0.500000,1.000000,1.500000,1.000000,1.000000,1.500000
4.500000,5.000000,4.500000,5.000000,5.500000,5.000000,5.500000,6.500000,5.500000,5.000000
12.500000,11.000000,12.000000,13.000000,14.000000,11.500000,13.000000,15.000000,13.000000,13.000000
20.500000,20.000000,20.500000,21.500000,22.000000,20.000000,21.000000,20.500000,21.000000,19.500000
28.500000,27.500000,28.500000,29.000000,30.000000,27.500000,28.000000,28.500000,28.500000,28.500000
35.500000,36.000000,37.000000,36.000000,36.500000,35.000000,36.500000,36.500000,36.000000,36.000000
42.000000,41.500000,44.500000,43.000000,43.500000,43.500000,42.500000,43.500000,43.000000,41.500000
