0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.500000,1.000000,1.000000,2.500000,2.500000,0.500000,2.000000,3.500000,2.000000,1.000000
9.500000,9.000000,9.000000,11.000000,12.500000,9.000000,9.500000,12.000000,10.000000,10.500000
18.000000,18.500000,20.000000,20.500000,21.500000,18.000000,19.500000,21.000000,19.000000,19.500000
27.000000,27.500000,27.500000,29.000000,28.500000,26.000000,27.500000,29.500000,28.000000,27.000000
35.500000,35.500000,34.500000,37.000000,37.500000,33.500000,35.500000,37.500000,34.500000,34.000000
41.500000,41.000000,42.500000,43.000000,43.500000,42.000000,42.500000,44.000000,42.500000,41.500000
