0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.500000,0.000000,0.000000,0.500000,0.000000,0.500000,1.000000,0.000000,0.000000
5.000000,4.500000,6.000000,4.500000,6.000000,5.000000,5.000000,6.000000,5.000000,6.000000
11.500000,13.500000,12.500000,15.000000,15.000000,13.000000,13.500000,17.000000,13.500000,14.500000
20.500000,21.500000,22.000000,23.500000,23.500000,21.000000,22.000000,24.000000,22.500000,22.000000
29.000000,30.000000,30.000000,31.500000,31.500000,29.000000,30.000000,31.500000,30.500000,30.000000
37.000000,36.500000,37.000000,38.500000,38.500000,35.500000,36.500000,38.500000,37.000000,37.000000
43.000000,43.000000,44.000000,45.500000,45.000000,43.000000,45.500000,46.500000,44.000000,43.500000
